Identifier	Other_Name
786	rickettsialpox
786	strain MK
786	strain MK (Kaplan)
787	NIAID Phillips 32
787	Phillips
787	Rickettsia australis Philip 1950
33989	"Candidatus Rickettsia amblyommii" Labruna et al. 2004
33989	"Rickettsia amblyommii" Labruna et al. 2004
33989	Candidatus Rickettsia amblyommii
33989	CRIRC RAM004
33989	CSURP2882
33989	Rickettsia amblyomii
33989	Rickettsia amblyommatis Karpathy et al. 2016
33989	strain WB-8-2
33991	"Rickettsia montana" Lackman et al. 1965
33991	ATCC VR-611
33991	culture-collection:ATCC:VR:611
33991	Rickettsia montana
33991	Rickettsia montanensis corrig. (ex Lackman et al. 1965) Weiss and Moulder 1984
33991	strain Tick
33992	"Rickettsia rhipicephali" Burgdorfer et al. 1978
33992	Rickettsia rhipicephali (ex Burgdorfer et al. 1978) Weiss and Moulder 1988
33992	strain 3-7-6
33992	strain 3-7-female6-CWPP
33992	strain Burgdorfer 3-7-female 6
35788	Rickettsia africae Kelly et al. 1996
35788	strain Z9-Hu
35789	ATCC VR-1375
35789	culture-collection:ATCC:VR:1375
35789	Rickettsia helvetica Beati et al. 1993
35789	strain C3
35790	ATCC VR-1363
35790	culture-collection:ATCC:VR:1363
35790	Rickettsia japonica Uchida et al. 1992
35790	strain YH
35791	ATCC VR-1376
35791	Rickettsia massiliae Beati and Raoult 1993
35791	strain Mtu1
35792	NIAID Maculatum 20
35792	Rickettsia parker
35792	strain Maculatum 20
35794	Rickettsia slovaca Sekeyova et al. 1998
35794	strain 13-B
35794	strain B
37816	ATCC VR-1472
37816	culture-collection:ATCC:VR:1472
37816	Flinders Island spotted fever rickettsia
37816	Rickettsia honei Stenos et al. 1998
37816	strain RB
37816	Thai tick typhus rickettsia
42862	"Rickettsia azadi" Higgins et al. in Radulovic et al. 1995
42862	"Rickettsia felis" Higgins et al. 1996
42862	CNCM I-2363
42862	Rickettsia felis Bouyer (ex Higgins et al. 1996) Bouyer et al. 2001
42862	Rickettsia felis Bouyer et al. 2001 emend. La Scola et al. 2002
42862	Rickettsia pulcis
42862	Rickettsia pulicis
42862	Rickettsia sp. California-2
42862	Rickettsia sp. ELB
42862	strain California 2
42862	strain Marseille-URRWFXCal2
42862	URRWFXCal2
45262	Rickettsia aeschlimanii
45262	Rickettsia aeschlimanni
45262	Rickettsia MC16
45262	Rickettsia sp. MC16
45262	Rickettsia sp. RH15
45262	strain MC16
47589	Rickettsia peacockia
47589	Rickettsia peacockii Niebylski et al. 1997
47589	strain Skalkaho
54763	'Rickettsia moreli'
69410	"Rickettsia cooleyi" Billings et al. 1998
69410	'Rickettsia cooleyi'
109232	"Rickettsia monacensis" Simser et al. 2002
109232	ATCC VR-1928
109232	DSM 29017
109232	Rickettsia monacensis Simser et al. 2019
109232	Rickettsia sp. IrR/Munich
109232	strain IrR/Munich
121193	"Rickettsia hulinii" Zhang et al. 2000
121193	'Rickettsia hulinii'
121193	Rickettsia sp. HL-93
121193	strain HL-93
782	ATCC VR-142
782	culture-collection:ATCC:VR:142
782	Rickettsia prowazekii da Rocha-Lima 1916
782	strain Brein1
782	strain Breinl
785	"Dermacentroxenus typhi" Wolbach and Todd 1920
785	"Rickettsia mooseri" Monteiro 1931
785	ATCC VR-144
785	culture-collection:ATCC:VR:144
785	Dermacentroxenus typhi
785	Rickettsia mooseri
785	Rickettsia typhi (Wolbach and Todd 1920) Philip 1943
785	strain Wilmington
38028	AB bacterium
38028	Adalia bipunctata male killing symbiont
38028	Adalia bipunctata male-killing endosymbiont
38028	unidentified bacterium from Adalia bipunctata
44741	PAR
44741	Rickettsia PAR
114081	Rickettsia sp. is7395de
114081	Rickettsia sp. midichlorii
69474	Orientia Tamura et al. 1995
784	"Rickettsia akamushi" Kawamura and Imagawa 1931
784	"Rickettsia orientalis" Nagayo et al. 1930
784	"Theileria tsutsugamushi" Hayashi 1920
784	ATCC VR-150
784	culture-collection:ATCC:VR:150
784	Orientia tsutsugamushi (Hayashi 1920) Tamura et al. 1995
784	Rickettsia akamushi
784	Rickettsia orientalis
784	Rickettsia tsutsugamushi (Hayashi 1920) Ogata 1931 (Approved Lists 1980)
784	strain Karp
784	Theileria tsutsugamushi
47467	Ixodes scapularis symbiont
47467	Ixodes scapularis symbiote
60546	Ixodes scapularis associated-microorganisms
942	Anaplasmataceae Philip 1957 (Approved Lists 1980) emend. Dumler et al. 2001
942	Ehrlichiaceae
942	Ehrlichiae
942	Ehrlichieae
768	Anaplasma Theiler 1910 (Approved Lists 1980) emend. Dumler et al. 2001
769	"Anaplasma marginale subsp. centrale" Theiler 1911
769	Anaplasma central
769	Anaplasma marginale subsp. centrale
770	"Anaplasma argentium" Lignieres 1914
770	"Anaplasma rossicum" Yakimoff and Belawine 1927
770	"Anaplasma theileri" Neitz 1957
770	Anaplasma argentium
770	Anaplasma marginale Theiler 1910
770	Anaplasma rossicum
770	Anaplasma theileri
949	"Ehrlichia platys" French and Harvey 1983
949	Anaplasma platys Dumler et al. 2001
949	Ehrlichia platys
949	Ehrlichia sp. Mili1
949	Ehrlichia sp. Mili2
106179	phagocytophila group
948	"Cytoecetes bovis" Tuomi 1966
948	"Cytoecetes phagocytophila" (Foggie 1949) Foggie 1962
948	"Rickettsia phagocytophila ovis" Foggie 1949
948	agent of human granulocytic ehrlichiosis
948	Anaplasma phagocytophila
948	Anaplasma phagocytophilum corrig. (Foggie 1949) Dumler et al. 2001
948	Cytoecetes bovis
948	Cytoecetes phagocytophila
948	Ehrlichia equi
948	Ehrlichia phagocytophila (Foggie 1949) Philip 1962 (Approved Lists 1980)
948	Ehrlichia sp. BDS
948	Ehrlichia sp. 'HGE agent'
948	Ehrlichia sp. NCH-1
948	HGE agent
948	human granulocytic Ehrlichia
948	Rickettsia phagocytophila ovis
948	strain Webster
943	"Ehrlichia (subgen. Cowdria)" Moshkovski 1945
943	"Kurlovia" Zhdanov 1953
943	"Nicollea" (in part) Macchiavello 1947
943	"Nicollea" Macchiavello 1947
943	"Rickettsia (subgen. Ehrlichia)" Moshkovski 1937
943	Cowdria
943	Ehrlichia (subgen. Cowdria)
943	Ehrlichia Moshkovski 1945 (Approved Lists 1980) emend. Dumler et al. 2001
943	Kurlovia
943	Nicollea
943	possibly "Donatienella" Rousselot 1948
943	Rickettsia (subgen. Ehrlichia)
779	"Kurlovia ruminantium" (Cowdry 1925) Zhdanov 1953
779	"Nicollea ruminantium" (Cowdry 1925) Macchiavello 1947
779	"Rickettsia ruminantium" Cowdry 1925
779	Cowdria ruminantium (Cowdry 1925) Moshkovski 1947
779	Ehrlichia ruminantium (Cowdry 1925) Dumler et al. 2001
779	heartwater rickettsia
779	Kurlovia ruminantium
779	Nicollea ruminantium
779	Rickettsia ruminantium
779	strain Welgevonden
944	"Ehrlichia (Rickettsia) canis" (sic) Moshkovski 1937
944	"Kurlovia (Ehrlichia) canis" Zhdanov 1953
944	"Nicollea canis" Macchiavello 1947
944	"Rickettsia canis" Donatien and Lestoquard 1935
944	Ehrlichia (Rickettsia) canis
944	Ehrlichia canis (Donatien and Lestoquard 1935) Moshkovski 1945 (Approved Lists 1980) emend. Dumler et al. 2001
944	Kurlovia (Ehrlichia) canis
944	Nicollea canis
944	Rickettsia canis
944	strain Oklahoma
945	ATCC CRL-10679
945	culture-collection:ATCC:CRL:10679
945	Ehrlichia chaffeensis Anderson et al. 1992 emend. Dumler et al. 2001
945	Ehrlichia chaffensis
945	strain Arkansas
947	Ehrlichia ewingii Anderson et al. 1992 emend. Dumler et al. 2001
947	strain Stillwater
35795	CRIRC EMU001
35795	CSUR E2
35795	Ehrlichia muris Wen et al. 1995 emend. Dumler et al. 2001
35795	strain AS145
35795	strain Asuke
88801	CGE agent
952	Wolbachieae Philip 1955
953	Wolbachia Hertig 1936
955	Wolbachia pipientis Hertig 1936
2343	Rhinocyllus conicus endosymbiont
2366	Bangasternus orientalis endosymbiont
33993	Neorickettsia Philip et al. 1953 (Approved Lists 1980) emend. Dumler et al. 2001
33993	risticii group of Ehrlichia
950	ATCC VR-986
950	culture-collection:ATCC:VR:986
950	Ehrlichia risticii Holland et al. 1985
950	equine monocytic ehrlichiosis agent
950	Neorickettsia risticii (Holland et al. 1985) Dumler et al. 2001
950	Potomac horse fever agent
950	strain HRC-IL
950	strain Illinois
951	ATCC VR-367
951	culture-collection:ATCC:VR:367
951	Ehrlichia sennetsu (Misao and Kobayashi 1956) Ristic and Huxsoll 1984
951	Neorickettsia sennetsu (Misao and Kobayashi 1956) Dumler et al. 2001
951	Rickettsia sennetsu
951	strain Miyayama
33994	"Neorickettsia hemintheca" (sic) Philip et al. 1953
33994	Neorickettsia helminthoeca Philip et al. 1953
33994	Neorickettsia hemintheca
84676	unclassified Ehrlichiaceae
84676	unclassified Ehrlichieae
33807	unclassified alpha proteobacteria (miscellaneous)
34025	alpha proteobacterium (strain RB2256)
34025	alpha proteobacterium strain RB2256
67833	unidentified alpha proteobacterium 'ANG.clone 1a'
67834	unidentified alpha proteobacterium 'ANG.clone 1c'
67835	unidentified alpha proteobacterium 'ANG.clone 1g'
67836	unidentified alpha proteobacterium 'Egg.clone D44'
67837	unidentified alpha proteobacterium 'Egg.clone D39'
67839	unidentified alpha proteobacterium 'Egg.clone D38'
67840	unidentified alpha proteobacterium 'Egg.clone D40'
67838	unidentified alpha proteobacterium 'Egg.clone D41'
91750	uncultured alpha proteobacterium
91750	uncultured Alphaproteobacteria
91750	uncultured Alphaproteobacteria sp.
91750	uncultured alphaproteobacterium
91750	uncultured alpha-proteobacterium
91750	unidentified alpha proteobacterium
54526	"Candidatus Pelagibacterales" Grote et al. 2012
54526	Pelagibacterales
54526	SAR 11 cluster
54526	SAR11 cluster
82117	unclassified alpha proteobacteria
131	"Tuberoidobacter" Nikitin 1970
132	'Tuberoidobacter mutans'
28216	beta proteobacteria
28216	beta subdivision
28216	beta subgroup
28216	Betaproteobacteria Garrity et al. 2006 emend. Boden et al. 2017
28216	b-proteobacteria
28216	Proteobacteria beta subdivision
28216	Purple bacteria, beta subdivision
32003	"Gallionellales" Weiss et al. 2007
32003	"Sulfuricellales" Watanabe et al. 2014
32003	Ammonia oxidizing bacteria
32003	Ammonia-oxidizing bacteria
32003	Gallionellales
32003	Methylophilales
32003	Nitrosomonadales Garrity et al. 2006 emend. Boden et al. 2017
32003	Sulfuricellales
32011	beta subdivision methylotrophs
32011	beta-subdivision methylotrophs
32011	Methylophilaceae Garrity et al. 2006
32011	Methylophilus group
16	Methyliphilus
16	Methylophilus Jenkins et al. 1987
16	Methylotrophus
17	"Methylomonas clara" Prave 1979
17	[Methylomonas] clara
17	ATCC 53528
17	culture-collection:VKM:B:1623
17	DSM 46235
17	LMG 6787
17	LMG:6787
17	Methyliphilus methylitrophus
17	Methyliphilus methylotrophus
17	Methylomonas clara
17	Methylophilus methylitrophus
17	Methylophilus methylotrophus Jenkins et al. 1987
17	Methylophilus sp. CBMB147
17	Methylotrophus methylophilus
17	NCIB 10515
17	NCIB:10515
17	NCIMB 10515
17	strain AS1
17	VKM B-1623
2327	bacterium W3A1
2327	Methylophilus methylotrophus (strain W3A1)
2327	Methylophilus methylotrophus strain W3A1
2327	Methylophilus W3A1
2327	Methylyphilus W3A1
45393	culture-collection:VKM:B:2013
45393	DSM 6813
45393	Methyliphilus DM11
45393	Methyliphilus leisingeri
45393	Methyliphilus leisingerii
45393	Methyliphilus sp. (strain DM11)
45393	Methylophilus DM11
45393	Methylophilus leisingeri
45393	Methylophilus leisingerii
45393	Methylophilus sp. (strain DM11)
45393	strain DM11
45393	VKM B-2013
404	Methylobacillus Yordy and Weaver 1977 (Approved Lists 1980) emend. Urakami and Komagata 1986
405	ATCC 51484
405	culture-collection:VKM:B:1610
405	DSM 6875
405	Methylobacillus flagellatum
405	Methylobacillus flagellatus Govorukhina et al. 1998
405	Methylovorus sp. L1B
405	strain KT
405	VKM B-1610
406	ATCC 29475
406	culture-collection:VKM:B:2060
406	DSM 5685
406	JCM 2850
406	LMG 6082
406	LMG:6082
406	Methylobacillus glycogenes Yordy and Weaver 1977 (Approved Lists 1980) emend. Urakami and Komagata 1986
406	NCIB 11375
406	NCIB:11375
406	NCIMB 11375
406	strain TK 0113
406	VKM B-2060
81682	Methylivorus
81682	Methylovorus Govorukhina and Trotsenko 1991 emend. Doronina et al. 2005
119067	unclassified Methylophilus group
90627	Gallionella group
90627	Gallionellaceae Henrici and Johnson 1935 (Approved Lists 1980) emend. Boden et al. 2017
90627	Gallionellaceae Henrici and Johnson 1935 (Approved Lists 1980) emend. Kojima et al. 2021
90627	iron bacteria
96	Gallionella Ehrenberg 1838
97	"Chlamydothrix ferruginea" (Ehrenberg 1838) Migula 1900
97	"Spirillum ferrugineum" (Ehrenberg 1838) de Toni and Trevisan 1889
97	"Spirophyllum ferrugineum" (Ehrenberg 1838) Ellis 1907
97	Chlamydothrix ferruginea
97	Gallionella ferruginea Ehrenberg 1838
97	Spirillum ferrugineum
97	Spirophyllum ferrugineum
119068	Spirillaceae Migula 1894
119068	Spirillum group
967	Spirillum Ehrenberg 1832 (Approved Lists 1980) emend. Podkopaeva et al. 2009
968	ATCC 19554
968	Spirillum volutans Ehrenberg 1832
77025	"Spirillum pleomorphum" Inoue and Komagata 1976
33809	unclassified beta proteobacteria (miscellaneous)
60545	Haemaphysalis longicornis associated-microorganism
60545	Haemaphysalis longicornis associated-microorganism, beta subclas
60545	Haemaphysalis longicornis associated-microorganisms
47926	beta environmental samples
46027	unidentified proteobacterium strain OS_env. type R
86027	Beta-proteobacterium
86027	unclassified beta proteobacterium
86027	uncultured Betaproteobacteria
86027	uncultured Betaproteobacteria bacterium
86027	uncultured Betaproteobacteria sp.
86027	uncultured betaproteobacterium
86027	uncultured beta-proteobacterium
86027	unidentified beta proteobacterium
86027	unknown beta proteobacterium
80840	Burkholderia/Oxalobacter/Ralstonia group
80840	Burkholderiales Garrity et al. 2006
506	Alcaligenaceae De Ley et al. 1986
222	Achromobacter Yabuuchi and Yano 1981
223	"Achromobacter cycloclastes" (Gray and Thornton) Bergey et al.
223	Achromobacter cycolclastes
224	"Achromobacter lyticus" Isono et al. 1972
32002	"Alcaligenes denitrificans" Leifson and Hugh 1954
32002	Achromobacter denitrificans (Ruger and Tan 1983) Coenye et al. 2003
32002	Achromobacter sp. ATCC 31444
32002	Achromobacter xylosoxidans subsp. denitrificans
32002	Alcaligenes denitrificans (ex Leifson and Hugh 1954) Ruger and Tan 1983
32002	Alcaligenes denitrificans denitrificans
32002	Alcaligenes denitrificans subsp. denitrificans
32002	Alcaligenes xylosoxidans subsp. denitrificans
32002	Alcaligenes xylosoxydans denitrificans
32002	ATCC 15173
32002	CCUG 407
32002	CIP 77.15
32002	DSM 30026
32002	IFO 15125
32002	JCM 5490
32002	JCM 9657
32002	LMG 1231
32002	LMG:1231
32002	NBRC 15125
32002	NCTC 8582
37486	'Achromobacter obae'
72556	Achromobacter piechaudii (Kiredjian et al. 1986) Yabuuchi et al. 1998
72556	Achromobacter sp. E6S
72556	Alcaligenes piechaudii
72556	ATCC 43552
72556	CCUG 724
72556	CIP 60.75
72556	DSM 10342
72556	IAM 12591
72556	JCM 20668
72556	LMG 1873
72556	LMG:1873
72556	NBRC 102461
72556	NCTC 11970
72556	strain Hugh 366-5
72557	"Hydrogenomonas ruhlandii" Packer and Vishniac 1955
72557	"Pseudomonas ruhlandii" (Packer and Vishniac 1955) Davis in Davis et al. 1969
72557	Achromobacter ruhlandii (Aragno and Schlegel 1977) Yabuuchi et al. 1998 emend. Vandamme et al. 2013
72557	Alcaligenes ruhlandii
72557	ATCC 15749
72557	CCUG 38886
72557	CIP 77.26
72557	culture-collection:VKM:B:1333
72557	DSM 653
72557	Hydrogenomonas ruhlandii
72557	LMG 1866
72557	LMG:1866
72557	Pseudomonas ruhlandii
72557	VKM B-1333
85698	"Achromobacter xylosoxidans" Yabuuchi and Ohyama 1971
85698	Achromobacter sp. 2789STDY5608606
85698	Achromobacter sp. 2789STDY5608609
85698	Achromobacter sp. 2789STDY5608611
85698	Achromobacter sp. 2789STDY5608612
85698	Achromobacter sp. 2789STDY5608616
85698	Achromobacter sp. 2789STDY5608618
85698	Achromobacter sp. 2789STDY5608619
85698	Achromobacter sp. 2789STDY5608620
85698	Achromobacter sp. 2789STDY5608622
85698	Achromobacter sp. 2789STDY5608623
85698	Achromobacter sp. 2789STDY5608624
85698	Achromobacter sp. 2789STDY5608629
85698	Achromobacter sp. 2789STDY5608630
85698	Achromobacter sp. 2789STDY5608632
85698	Achromobacter sp. 2789STDY5663426
85698	Achromobacter sp. 2789STDY5663429
85698	Achromobacter sp. 2789STDY5663443
85698	Achromobacter sp. 2789STDY5663447
85698	Achromobacter sp. AHJR1
85698	Achromobacter sp. CCUG 2349
85698	Achromobacter sp. CCUG 48135
85698	Achromobacter sp. CCUG 48386
85698	Achromobacter sp. ES-6
85698	Achromobacter sp. GAD3
85698	Achromobacter sp. HMSC056C09
85698	Achromobacter sp. HMSC057D05
85698	Achromobacter sp. HMSC070F04
85698	Achromobacter sp. HMSC15D03
85698	Achromobacter sp. HMSC18C08
85698	Achromobacter xilosoxidans
85698	Achromobacter xylosoxidans (ex Yabuuchi and Ohyama 1971) Yabuuchi and Yano 1981
85698	Achromobacter xylosoxidans KF701
85698	Achromobacter xylosoxidans subsp. xylosoxidans
85698	Achromobacter xylosoxydans
85698	Alcaligenes denitrificans subsp. xylosoxydans
85698	Alcaligenes denitrificans xylosoxydans
85698	Alcaligenes xylosoxidans
85698	Alcaligenes xylosoxidans subsp. xylosoxidans
85698	Alcaligenes xylosoxydans
85698	ATCC 27061
85698	CCUG 12689
85698	CIP 71.32
85698	culture-collection:NRRL:B:4082
85698	DSM 10346
85698	DSM 2402
85698	Flavobacterium sp. 650
85698	IFO 15126
85698	JCM 9659
85698	LMG 1863
85698	LMG:1863
85698	NBRC 15126
85698	NCTC 10807
85698	NRRL B-4082
85698	strain Hugh 2838
85698	strain KM 543
85698	strain Yabuuchi KM 543
507	Alcaligenes Castellani and Chalmers 1919
511	Achromobacter sp. ATCC8750
511	Alcaligenes faecalis Castellani and Chalmers 1919 (Approved Lists 1980)
511	Alcaligenes sp. BP11
511	ATCC 8750
511	Bacillus faecalis alcaligenes
511	CCUG 1814
511	CIP 55.84
511	CIP 60.80
511	culture-collection:VKM:B:1518
511	DSM 30030
511	HAMBI 1907
511	IAM 12369
511	IFO 13111
511	JCM 1474
511	JCM 20522
511	JCM 20663
511	LMG 1229
511	LMG:1229
511	NBRC 13111
511	NCAIM B.01104
511	NCIMB 8156
511	NCTC 11953
511	VKM B-1518
32001	Alcaligenes faecalis faecalis
32001	Alcaligenes faecalis subsp. faecalis Castellani and Chalmers 1919
32001	Alcaligenes odorans
32001	'Alcaligenes odorans'
32001	Pseudomonas odorans
32001	'Pseudomonas odorans'
516	"Alcaligenes hydrogenophilus" Ohi et al. 1979
516	'Alcaligenes hydrogenophilus'
517	Bordetella Moreno-Lopez 1952 (Approved Lists 1980) emend. Von Wintzingerode et al. 2001
518	"Alcaligenes bronchicanis" (Ferry 1911) Haupt 1935
518	"Alcaligenes bronchisepticus" (Ferry 1912) Bergey et al. 1925
518	"Bacillus bronchicanis" Ferry 1911
518	"Bacillus bronchisepticus" Ferry 1912
518	"Bacterium bronchisepticus" (Ferry 1912) Evans 1918
518	"Brucella bronchiseptica" (Ferry 1912) Topley and Wilson 1929
518	"Haemophilus bronchisepticus" (Ferry 1912) Wilson and Miles 1946
518	Alcaligenes bronchicanis
518	ATCC 19395
518	Bacillus bronchicanis
518	Bacillus bronchisepticus
518	Bacterium bronchisepticus
518	Bordetella bronchiseptica (Ferry 1912) Moreno-Lopez 1952
518	Bordetella bronchiseptica@
518	Brucella bronchiseptica
518	Brucella bronchispetica
518	CCUG 219
518	CIP 55.110
518	DSM 13414
518	Haemophilus bronchisepticus
518	IFO 13691
518	LMG 1232
518	LMG:1232
518	NBRC 13691
518	NCTC 452
519	"Acinetobacter parapertussis" (Eldering and Kendrick 1938) Steel and Cowan 1964
519	"Bacillus parapertussis" Eldering and Kendrick 1938
519	"Haemophilus parapertussis" (Eldering and Kendrick 1938) Wilson and Miles 1946
519	Acinetobacter parapertussis
519	ATCC 15311
519	ATCC:15311D-5
519	Bacillus parapertussis
519	Bordetella parapertussis (Eldering and Kendrick 1938) Moreno-Lopez 1952
519	CCUG 413
519	CIP 64.11
519	DSM 13415
519	Haemophilus parapertussis
519	LMG 14449
519	LMG:14449
519	NCTC 5952
520	"Bacterium tussis-convulsivae" Lehmann and Neumann 1927
520	"Haemophilus pertussis" (Bergey et al. 1923) Pribram 1933
520	"Hemophilus pertussis" Bergey et al. 1923
520	"Microbe de la coqueluche" Bordet and Gengou 1906
520	ATCC 9797
520	ATCC:9797D-5
520	Bacterium tussis-convulsivae
520	Bordetella pertussis (Bergey et al. 1923) Moreno-Lopez 1952
520	CCUG 30873
520	CIP 63.1
520	DSM 5571
520	Haemophilus pertussis
520	Hemophilus pertussis
520	LMG 14455
520	LMG:14455
520	Microbe de la coqueluche
520	NCTC 10739
520	strain 18323
521	ATCC 35086
521	Bordetella avium Kersters et al. 1984
521	CCUG 13726
521	CIP 103348
521	DSM 11332
521	HAMBI 2160
521	LMG 1852
521	LMG:1852
521	NCTC 12033
521	strain Hinz 591-77
35814	ATCC 51541
35814	Bordetella holmesii Weyant et al. 1995
35814	CCUG 34073
35814	CDC F5101
35814	CDC nonoxidizer group 2 (NO-2)
35814	CIP 104394
35814	DSM 13416
35814	LMG 15945
35814	LMG:15945
35814	NCTC 12912
94624	Bordetella petri
94624	CCUG 43448
94624	DSM 12804
94624	strain Se-1111R
103855	ATCC 51783
103855	Bordetella hinzii Vandamme et al. 1995
103855	CCUG 33847
103855	CIP 104527
103855	DSM 11333
103855	JCM 15550
103855	LMG 13501
103855	LMG:13501
103855	NCTC 13199
103855	strain TC58
123899	Bordetella trematum Vandamme et al. 1996
123899	CCUG 32381
123899	CIP 105351
123899	DSM 11334
123899	LMG 13506
123899	LMG:13506
123899	NCTC 12995
123899	strain 1779
29574	Taylorella Sugimoto et al. 1984
29575	ATCC 35865
29575	CCUG 10786
29575	CIP 79.09
29575	CIP 79.9
29575	CIP 7909
29575	CIP:79.9
29575	DSM 10668
29575	Haemophilus equigenitalis
29575	LMG 6222
29575	LMG:6222
29575	NCTC 11184
29575	strain 61717/77
29575	Taylorella equigenitalis (Taylor et al. 1983) Sugimoto et al. 1984
84590	ATCC 700933
84590	LMG 19572
84590	LMG:19572
84590	strain UCD-1
84590	Taylorella asinigenitalis Jang et al. 2001
90243	Oligella Rossau et al. 1987
90244	ATCC 43534
90244	CCUG 1465 Aa
90244	CDC C379
90244	CDC group IVe
90244	CIP 103114
90244	DSM 18253
90244	LMG 6519
90244	LMG:6519
90244	NCTC 11997
90244	Oligella urealytica
90244	Oligella ureilytica
90244	Oligella ureolytica Rossau et al. 1987
90245	ATCC 17960
90245	CCUG 13463
90245	CCUG 37823
90245	CDC 7603
90245	CIP 103116
90245	DSM 7531
90245	IFO 14589
90245	JCM 20913
90245	LMG 1015
90245	LMG 5303
90245	LMG:1015
90245	LMG:5303
90245	Moraxella urethralis
90245	NBRC 14589
90245	NCTC 12964
90245	Oligella urethralis (Lautrop et al. 1970) Rossau et al. 1987
106146	Pelistega Vandamme et al. 1998
106147	ATCC 700725
106147	CCUG 39967
106147	CIP 105809
106147	CIP 105842
106147	LMG 10982
106147	LMG:10982
106147	Pelistega europaea Vandamme et al. 1998
106147	strain Hommez N57
124224	Brackiella Willems et al. 2002
124225	Brackiella oedipodis Willems et al. 2002
124225	CCUG 47103
124225	DSM 13743
124225	LMG 19451
124225	LMG:19451
124225	NCIMB 13739
75682	Oxalobacter group
75682	Oxalobacteraceae Garrity et al. 2006
846	Oxalobacter Allison et al. 1985
847	ATCC 35274
847	CIP 106513
847	Oxalobacter formigenes Allison et al. 1985
847	strain OxB
963	Herbaspirillum Baldani et al. 1986 emend. Baldani et al. 1996
963	Herbaspirillum Baldani et al. 1986 emend. Carro et al. 2012
963	Herbispirillum
964	ATCC 35892
964	CCUG 24564
964	DSM 6445
964	Herbaspirillum seropedicae Baldani et al. 1986 emend. Baldani et al. 1996
964	Herbaspirillum seropedicense
964	Herbispirillum seropedicense
964	JCM 21448
964	LMG 6513
964	LMG:6513
964	NBRC 102524
964	strain Z67
75670	uncultured Herbispirillum clone MT22
125962	uncultured Herbispirillum CtaxAus-2
126104	uncultured Herbispirillum CtaxMed-3
126105	uncultured Herbispirillum CtaxMed-59
80842	"Phytomonas rubrisubalbicans" Christopher and Edgerton 1930
80842	ATCC 19308
80842	CCUG 17392
80842	CCUG 17679
80842	CFBP 1202
80842	CIP 105019
80842	DSM 11543
80842	DSM 9440
80842	Herbaspirillum rubrisubalbicans (Christopher and Edgerton 1930) Baldani et al. 1996
80842	Herbispirillum rubrisubalbicans
80842	ICMP 5777
80842	JCM 21447
80842	LMG 2286
80842	LMG:2286
80842	NBRC 102523
80842	NCPPB 1027
80842	Phytomonas rubrisubalbicans
80842	Pseudomonas rubrisubalbicans
92645	CCUG 47444
92645	DSM 13128
92645	Herbaspirillum frisingense Kirchhof et al. 2001
92645	Herbaspirillum frisingensis
92645	Herbispirillum frisingense
92645	JCM 21445
92645	NBRC 102522
92645	strain GSF30
29580	Janthinobacterium De Ley et al. 1978 (Approved List 1980) emend. Lincoln et al. 1999
29581	"Bacillus berolinensis" Chester 1901
29581	"Bacillus lividus" Eisenberg 1891
29581	"Bacillus violaceus berolinensis" Kruse 1896
29581	"Bacterium lividus" (sic) (Eisenberg 1891) Chester 1897
29581	"Chromobacterium amethystinum" Breed et al. 1957
29581	"Chromobacterium lividum" (Eisenberg 1891) Bergey et al. 1923
29581	"Chromobacterium violaceum" Ford 1927
29581	"Chromobacterium violaceum" Leifson 1956
29581	ATCC 12473
29581	ATCC 33665 [[Pseudomonas mephitica Claydon and Hammer 1939 (Approved Lists 1980)]]
29581	Bacillus berolinensis
29581	Bacillus lividus
29581	Bacillus violaceus berolinensis
29581	Bacterium lividus
29581	CCUG 2344
29581	CCUG 2513 [[Pseudomonas mephitica Claydon and Hammer 1939 (Approved Lists 1980)]]
29581	Chromobacterium amethystinum
29581	CIP 103349
29581	culture-collection:VKM:B:1223
29581	DSM 1522
29581	HAMBI 1919
29581	Janthinobacterium lividum (Eisenberg 1891) De Ley et al. 1978 (Approved Lists 1980)
29581	Janthinobacterium lividum De Ley et al. 1978 (sic)
29581	Janthinobacterium sp. ERGS5:01
29581	Janthinobacterium sp. HSC-3S05
29581	Janthinobacterium sp. PLB02
29581	Janthinobacterium sp. SLB01
29581	JCM 9043
29581	LMG 2892
29581	LMG:2892
29581	NCIB 9130
29581	NCIB:9130
29581	NCTC 9796
29581	Pseudomonas mephitica
29581	VKM B-1223
55508	CCUG 43140
55508	CIP 106332
55508	DSM 9628
55508	Janthinobacterium agaricidamnosum Lincoln et al. 1999
55508	JCM 21444
55508	NBRC 102515
55508	NCPPB 3945
55508	strain W1r3
119059	unclassified Oxalobacter group
83500	2,4-D degrading bacterium TFD38
83501	2,4-D degrading bacterium K712
83502	2,4-D degrading bacterium TFD2
83503	2,4-D degrading bacterium TFD6
83504	2,4-D degrading bacterium BRI6001
80864	beta-1 subgroup
80864	Comamonadaceae Willems et al. 1991
283	"Comamonas" Davis and Park 1962
283	Comamonas (ex Davis and Park 1962) De Vos et al. 1985 emend. Tamaoka et al. 1987
283	Comamonas (ex Davis and Park 1962) De Vos et al. 1985 emend. Willems et al. 1991
283	Comamonas (ex Davis and Park 1962) De Vos et al. 1985 emend. Zhang et al. 2013
283	Comimonas
283	Comomonas
285	Alcaligenes sp. (strain BR60)
285	Alcaligenes sp. BR60
285	ATCC 11996
285	CCUG 1426
