Term_PK	Term_Name	Identifier	Is_Leaf	Rank	Parent_Term_Name	Parent_Term_ID	Grandparent_Term_Name	Grandparent_Term_ID	Common_Name	Synonym	Mnemonic
105087NEWT1	uncultured sponge symbiont PAWS53	105087	1	Species	environmental samples	48479	environmental samples	48479			
105088NEWT1	uncultured sponge symbiont PAWS54	105088	1	Species	environmental samples	48479	environmental samples	48479			
105089NEWT1	uncultured sponge symbiont PAWS55	105089	1	Species	environmental samples	48479	environmental samples	48479			
105090NEWT1	uncultured sponge symbiont PAWS56	105090	1	Species	environmental samples	48479	environmental samples	48479			
105091NEWT1	uncultured sponge symbiont PAWS58	105091	1	Species	environmental samples	48479	environmental samples	48479			
105092NEWT1	uncultured sponge symbiont PAWS59	105092	1	Species	environmental samples	48479	environmental samples	48479			
105093NEWT1	uncultured sponge symbiont PAWS61	105093	1	Species	environmental samples	48479	environmental samples	48479			
105094NEWT1	uncultured sponge symbiont PAWS62	105094	1	Species	environmental samples	48479	environmental samples	48479			
105095NEWT1	uncultured sponge symbiont PAWS63	105095	1	Species	environmental samples	48479	environmental samples	48479			
105096NEWT1	uncultured sponge symbiont PAWS65	105096	1	Species	environmental samples	48479	environmental samples	48479			
105097NEWT1	uncultured sponge symbiont PAWS67	105097	1	Species	environmental samples	48479	environmental samples	48479			
105098NEWT1	uncultured sponge symbiont PAWS68	105098	1	Species	environmental samples	48479	environmental samples	48479			
105099NEWT1	uncultured sponge symbiont PAWS69	105099	1	Species	environmental samples	48479	environmental samples	48479			
105100NEWT1	uncultured sponge symbiont PAWS71	105100	1	Species	environmental samples	48479	environmental samples	48479			
105101NEWT1	uncultured sponge symbiont PAWS73	105101	1	Species	environmental samples	48479	environmental samples	48479			
105102NEWT1	uncultured sponge symbiont PAWS74	105102	1	Species	environmental samples	48479	environmental samples	48479			
105103NEWT1	uncultured sponge symbiont PAWS72	105103	1	Species	environmental samples	48479	environmental samples	48479			
105104NEWT1	uncultured sponge symbiont PAWS76	105104	1	Species	environmental samples	48479	environmental samples	48479			
106264NEWT1	uncultured bacterium G18-1	106264	1	Species	environmental samples	48479	environmental samples	48479			
106265NEWT1	uncultured bacterium P25-1	106265	1	Species	environmental samples	48479	environmental samples	48479			
106266NEWT1	uncultured bacterium P25-2	106266	1	Species	environmental samples	48479	environmental samples	48479			
106267NEWT1	uncultured bacterium P25-3a	106267	1	Species	environmental samples	48479	environmental samples	48479			
106268NEWT1	uncultured bacterium P25-3b	106268	1	Species	environmental samples	48479	environmental samples	48479			
106269NEWT1	uncultured bacterium P25-4	106269	1	Species	environmental samples	48479	environmental samples	48479			
106270NEWT1	uncultured bacterium P25-5	106270	1	Species	environmental samples	48479	environmental samples	48479			
106271NEWT1	uncultured bacterium I20-1	106271	1	Species	environmental samples	48479	environmental samples	48479			
106272NEWT1	uncultured bacterium I20-2	106272	1	Species	environmental samples	48479	environmental samples	48479			
106931NEWT1	uncultured bacterium JIII-04-98	106931	1	Species	environmental samples	48479	environmental samples	48479			
106932NEWT1	uncultured bacterium JIII-05-98	106932	1	Species	environmental samples	48479	environmental samples	48479			
106933NEWT1	uncultured bacterium JIII-07-98	106933	1	Species	environmental samples	48479	environmental samples	48479			
106934NEWT1	uncultured bacterium JIII-12-97	106934	1	Species	environmental samples	48479	environmental samples	48479			
106935NEWT1	uncultured bacterium JIII-15-98	106935	1	Species	environmental samples	48479	environmental samples	48479			
106936NEWT1	uncultured bacterium JIII-17-98	106936	1	Species	environmental samples	48479	environmental samples	48479			
106937NEWT1	uncultured bacterium JVII-06-98	106937	1	Species	environmental samples	48479	environmental samples	48479			
106938NEWT1	uncultured bacterium JVII-08-98	106938	1	Species	environmental samples	48479	environmental samples	48479			
106939NEWT1	uncultured bacterium JIII-wt-98	106939	1	Species	environmental samples	48479	environmental samples	48479			
106940NEWT1	uncultured bacterium JIII-yw-98	106940	1	Species	environmental samples	48479	environmental samples	48479			
107043NEWT1	uncultured rumen bacterium 3C0d-1	107043	1	Species	environmental samples	48479	environmental samples	48479			
107044NEWT1	uncultured rumen bacterium 3C0d-2	107044	1	Species	environmental samples	48479	environmental samples	48479			
107045NEWT1	uncultured rumen bacterium 3C0d-3	107045	1	Species	environmental samples	48479	environmental samples	48479			
107046NEWT1	uncultured rumen bacterium 3C0d-4	107046	1	Species	environmental samples	48479	environmental samples	48479			
107047NEWT1	uncultured rumen bacterium 3C0d-5	107047	1	Species	environmental samples	48479	environmental samples	48479			
107048NEWT1	uncultured rumen bacterium 3C0d-6	107048	1	Species	environmental samples	48479	environmental samples	48479			
107049NEWT1	uncultured rumen bacterium 3C0d-7	107049	1	Species	environmental samples	48479	environmental samples	48479			
107050NEWT1	uncultured rumen bacterium 3C0d-8	107050	1	Species	environmental samples	48479	environmental samples	48479			
107051NEWT1	uncultured rumen bacterium 3C0d-9	107051	1	Species	environmental samples	48479	environmental samples	48479			
107052NEWT1	uncultured rumen bacterium 3C0d-10	107052	1	Species	environmental samples	48479	environmental samples	48479			
107053NEWT1	uncultured rumen bacterium 3C0d-11	107053	1	Species	environmental samples	48479	environmental samples	48479			
107054NEWT1	uncultured rumen bacterium 3C0d-12	107054	1	Species	environmental samples	48479	environmental samples	48479			
107055NEWT1	uncultured rumen bacterium 3C0d-14	107055	1	Species	environmental samples	48479	environmental samples	48479			
107056NEWT1	uncultured rumen bacterium 3C0d-16	107056	1	Species	environmental samples	48479	environmental samples	48479			
107057NEWT1	uncultured rumen bacterium 3C0d-17	107057	1	Species	environmental samples	48479	environmental samples	48479			
107058NEWT1	uncultured rumen bacterium 4C0d-2	107058	1	Species	environmental samples	48479	environmental samples	48479			
107059NEWT1	uncultured rumen bacterium 4C0d-3	107059	1	Species	environmental samples	48479	environmental samples	48479			
107060NEWT1	uncultured rumen bacterium 4C0d-5	107060	1	Species	environmental samples	48479	environmental samples	48479			
107061NEWT1	uncultured rumen bacterium 4C0d-6	107061	1	Species	environmental samples	48479	environmental samples	48479			
107062NEWT1	uncultured rumen bacterium 4C0d-7	107062	1	Species	environmental samples	48479	environmental samples	48479			
107063NEWT1	uncultured rumen bacterium 4C0d-8	107063	1	Species	environmental samples	48479	environmental samples	48479			
107064NEWT1	uncultured rumen bacterium 4C0d-9	107064	1	Species	environmental samples	48479	environmental samples	48479			
107065NEWT1	uncultured rumen bacterium 4C0d-10	107065	1	Species	environmental samples	48479	environmental samples	48479			
107066NEWT1	uncultured rumen bacterium 4C0d-11	107066	1	Species	environmental samples	48479	environmental samples	48479			
107067NEWT1	uncultured rumen bacterium 4C0d-12	107067	1	Species	environmental samples	48479	environmental samples	48479			
107068NEWT1	uncultured rumen bacterium 4C0d-13	107068	1	Species	environmental samples	48479	environmental samples	48479			
107069NEWT1	uncultured rumen bacterium 4C0d-14	107069	1	Species	environmental samples	48479	environmental samples	48479			
107070NEWT1	uncultured rumen bacterium 4C0d-15	107070	1	Species	environmental samples	48479	environmental samples	48479			
107071NEWT1	uncultured rumen bacterium 4C0d-16	107071	1	Species	environmental samples	48479	environmental samples	48479			
107072NEWT1	uncultured rumen bacterium 4C0d-17	107072	1	Species	environmental samples	48479	environmental samples	48479			
107073NEWT1	uncultured rumen bacterium 4C0d-18	107073	1	Species	environmental samples	48479	environmental samples	48479			
107074NEWT1	uncultured rumen bacterium 4C0d-19	107074	1	Species	environmental samples	48479	environmental samples	48479			
107075NEWT1	uncultured rumen bacterium 3C0d-15	107075	1	Species	environmental samples	48479	environmental samples	48479			
107076NEWT1	uncultured rumen bacterium 3C0d-19	107076	1	Species	environmental samples	48479	environmental samples	48479			
107077NEWT1	uncultured rumen bacterium 3C0d-20	107077	1	Species	environmental samples	48479	environmental samples	48479			
107078NEWT1	uncultured rumen bacterium 5C0d-2	107078	1	Species	environmental samples	48479	environmental samples	48479			
107079NEWT1	uncultured rumen bacterium 5C0d-3	107079	1	Species	environmental samples	48479	environmental samples	48479			
107080NEWT1	uncultured rumen bacterium 5C0d-4	107080	1	Species	environmental samples	48479	environmental samples	48479			
107081NEWT1	uncultured rumen bacterium 5C0d-6	107081	1	Species	environmental samples	48479	environmental samples	48479			
107082NEWT1	uncultured rumen bacterium 5C0d-7	107082	1	Species	environmental samples	48479	environmental samples	48479			
107083NEWT1	uncultured rumen bacterium 5C0d-8	107083	1	Species	environmental samples	48479	environmental samples	48479			
107084NEWT1	uncultured rumen bacterium 5C0d-9	107084	1	Species	environmental samples	48479	environmental samples	48479			
107085NEWT1	uncultured rumen bacterium 5C0d-10	107085	1	Species	environmental samples	48479	environmental samples	48479			
107086NEWT1	uncultured rumen bacterium 5C0d-11	107086	1	Species	environmental samples	48479	environmental samples	48479			
107087NEWT1	uncultured rumen bacterium 5C0d-12	107087	1	Species	environmental samples	48479	environmental samples	48479			
107088NEWT1	uncultured rumen bacterium 5C0d-13	107088	1	Species	environmental samples	48479	environmental samples	48479			
107089NEWT1	uncultured rumen bacterium 5C0d-14	107089	1	Species	environmental samples	48479	environmental samples	48479			
107090NEWT1	uncultured rumen bacterium 5C0d-16	107090	1	Species	environmental samples	48479	environmental samples	48479			
107091NEWT1	uncultured rumen bacterium 5C0d-19	107091	1	Species	environmental samples	48479	environmental samples	48479			
107092NEWT1	uncultured rumen bacterium 5C0d-23	107092	1	Species	environmental samples	48479	environmental samples	48479			
107093NEWT1	uncultured rumen bacterium 5C0d-24	107093	1	Species	environmental samples	48479	environmental samples	48479			
107094NEWT1	uncultured rumen bacterium 3C3d-17	107094	1	Species	environmental samples	48479	environmental samples	48479			
107095NEWT1	uncultured rumen bacterium 3C3d-19	107095	1	Species	environmental samples	48479	environmental samples	48479			
107096NEWT1	uncultured rumen bacterium 3C3d-15	107096	1	Species	environmental samples	48479	environmental samples	48479			
107097NEWT1	uncultured rumen bacterium 6C3d-13	107097	1	Species	environmental samples	48479	environmental samples	48479			
107098NEWT1	uncultured rumen bacterium 4C3d-8	107098	1	Species	environmental samples	48479	environmental samples	48479			
107099NEWT1	uncultured rumen bacterium 4C3d-2	107099	1	Species	environmental samples	48479	environmental samples	48479			
107100NEWT1	uncultured rumen bacterium 5C3d-13	107100	1	Species	environmental samples	48479	environmental samples	48479			
107101NEWT1	uncultured rumen bacterium 6C3d-11	107101	1	Species	environmental samples	48479	environmental samples	48479			
107102NEWT1	uncultured rumen bacterium 5C3d-5	107102	1	Species	environmental samples	48479	environmental samples	48479			
107103NEWT1	uncultured rumen bacterium 5C3d-20	107103	1	Species	environmental samples	48479	environmental samples	48479			
107104NEWT1	uncultured rumen bacterium 5C3d-16	107104	1	Species	environmental samples	48479	environmental samples	48479			
107105NEWT1	uncultured rumen bacterium 3C3d-8	107105	1	Species	environmental samples	48479	environmental samples	48479			
107106NEWT1	uncultured rumen bacterium 4C3d-14	107106	1	Species	environmental samples	48479	environmental samples	48479			
107107NEWT1	uncultured rumen bacterium 4C3d-17	107107	1	Species	environmental samples	48479	environmental samples	48479			
107108NEWT1	uncultured rumen bacterium 4C3d-11	107108	1	Species	environmental samples	48479	environmental samples	48479			
107109NEWT1	uncultured rumen bacterium 4C3d-7	107109	1	Species	environmental samples	48479	environmental samples	48479			
107110NEWT1	uncultured rumen bacterium 3C3d-14	107110	1	Species	environmental samples	48479	environmental samples	48479			
107111NEWT1	uncultured rumen bacterium 5C3d-11	107111	1	Species	environmental samples	48479	environmental samples	48479			
107112NEWT1	uncultured rumen bacterium 6C3d-12	107112	1	Species	environmental samples	48479	environmental samples	48479			
107113NEWT1	uncultured rumen bacterium 6C3d-10	107113	1	Species	environmental samples	48479	environmental samples	48479			
107114NEWT1	uncultured rumen bacterium 6C3d-27	107114	1	Species	environmental samples	48479	environmental samples	48479			
107115NEWT1	uncultured rumen bacterium 6C3d-33	107115	1	Species	environmental samples	48479	environmental samples	48479			
107116NEWT1	uncultured rumen bacterium 3C3d-3	107116	1	Species	environmental samples	48479	environmental samples	48479			
107117NEWT1	uncultured rumen bacterium 6C3d-31	107117	1	Species	environmental samples	48479	environmental samples	48479			
107118NEWT1	uncultured rumen bacterium 3C3d-13	107118	1	Species	environmental samples	48479	environmental samples	48479			
107119NEWT1	uncultured rumen bacterium 5C3d-17	107119	1	Species	environmental samples	48479	environmental samples	48479			
107120NEWT1	uncultured rumen bacterium 3C3d-9	107120	1	Species	environmental samples	48479	environmental samples	48479			
107121NEWT1	uncultured rumen bacterium 3C3d-10	107121	1	Species	environmental samples	48479	environmental samples	48479			
107122NEWT1	uncultured rumen bacterium 5C3d-10	107122	1	Species	environmental samples	48479	environmental samples	48479			
107123NEWT1	uncultured rumen bacterium 3C3d-5	107123	1	Species	environmental samples	48479	environmental samples	48479			
107124NEWT1	uncultured rumen bacterium 4C3d-9	107124	1	Species	environmental samples	48479	environmental samples	48479			
107125NEWT1	uncultured rumen bacterium 6C3d-30	107125	1	Species	environmental samples	48479	environmental samples	48479			
107126NEWT1	uncultured rumen bacterium 6C3d-34	107126	1	Species	environmental samples	48479	environmental samples	48479			
107127NEWT1	uncultured rumen bacterium 3C3d-7	107127	1	Species	environmental samples	48479	environmental samples	48479			
107128NEWT1	uncultured rumen bacterium 5C3d-9	107128	1	Species	environmental samples	48479	environmental samples	48479			
107129NEWT1	uncultured rumen bacterium 3C3d-18	107129	1	Species	environmental samples	48479	environmental samples	48479			
107130NEWT1	uncultured rumen bacterium 3C3d-2	107130	1	Species	environmental samples	48479	environmental samples	48479			
107131NEWT1	uncultured rumen bacterium 4C3d-19	107131	1	Species	environmental samples	48479	environmental samples	48479			
107132NEWT1	uncultured rumen bacterium 5C3d-14	107132	1	Species	environmental samples	48479	environmental samples	48479			
107133NEWT1	uncultured rumen bacterium 4C3d-18	107133	1	Species	environmental samples	48479	environmental samples	48479			
107134NEWT1	uncultured rumen bacterium 3C3d-6	107134	1	Species	environmental samples	48479	environmental samples	48479			
107135NEWT1	uncultured rumen bacterium 4C3d-12	107135	1	Species	environmental samples	48479	environmental samples	48479			
107136NEWT1	uncultured rumen bacterium 3C3d-20	107136	1	Species	environmental samples	48479	environmental samples	48479			
107137NEWT1	uncultured rumen bacterium 4C3d-16	107137	1	Species	environmental samples	48479	environmental samples	48479			
107138NEWT1	uncultured rumen bacterium 4C3d-3	107138	1	Species	environmental samples	48479	environmental samples	48479			
107139NEWT1	uncultured rumen bacterium 4C3d-1	107139	1	Species	environmental samples	48479	environmental samples	48479			
107140NEWT1	uncultured rumen bacterium 3C3d-12	107140	1	Species	environmental samples	48479	environmental samples	48479			
107141NEWT1	uncultured rumen bacterium 4C3d-15	107141	1	Species	environmental samples	48479	environmental samples	48479			
107142NEWT1	uncultured rumen bacterium 6C3d-16	107142	1	Species	environmental samples	48479	environmental samples	48479			
107143NEWT1	uncultured rumen bacterium 3C3d-1	107143	1	Species	environmental samples	48479	environmental samples	48479			
107144NEWT1	uncultured rumen bacterium 6C3d-25	107144	1	Species	environmental samples	48479	environmental samples	48479			
107145NEWT1	uncultured rumen bacterium 4C3d-5	107145	1	Species	environmental samples	48479	environmental samples	48479			
107146NEWT1	uncultured rumen bacterium 4C3d-10	107146	1	Species	environmental samples	48479	environmental samples	48479			
107147NEWT1	uncultured rumen bacterium 5C3d-8	107147	1	Species	environmental samples	48479	environmental samples	48479			
107148NEWT1	uncultured rumen bacterium 5C3d-4	107148	1	Species	environmental samples	48479	environmental samples	48479			
107149NEWT1	uncultured rumen bacterium 3C3d-16	107149	1	Species	environmental samples	48479	environmental samples	48479			
107150NEWT1	uncultured rumen bacterium 4C3d-6	107150	1	Species	environmental samples	48479	environmental samples	48479			
107151NEWT1	uncultured rumen bacterium 4C3d-20	107151	1	Species	environmental samples	48479	environmental samples	48479			
107152NEWT1	uncultured rumen bacterium 3C28d-6	107152	1	Species	environmental samples	48479	environmental samples	48479			
107153NEWT1	uncultured rumen bacterium 4C28d-22	107153	1	Species	environmental samples	48479	environmental samples	48479			
107154NEWT1	uncultured rumen bacterium 4C28d-9	107154	1	Species	environmental samples	48479	environmental samples	48479			
107155NEWT1	uncultured rumen bacterium 4C28d-24	107155	1	Species	environmental samples	48479	environmental samples	48479			
107156NEWT1	uncultured rumen bacterium 3C28d-5	107156	1	Species	environmental samples	48479	environmental samples	48479			
107157NEWT1	uncultured rumen bacterium 4C28d-17	107157	1	Species	environmental samples	48479	environmental samples	48479			
107158NEWT1	uncultured rumen bacterium 4C28d-13	107158	1	Species	environmental samples	48479	environmental samples	48479			
107159NEWT1	uncultured rumen bacterium 2C28d-1	107159	1	Species	environmental samples	48479	environmental samples	48479			
107160NEWT1	uncultured rumen bacterium 2C28d-12	107160	1	Species	environmental samples	48479	environmental samples	48479			
107161NEWT1	uncultured rumen bacterium 2C28d-6	107161	1	Species	environmental samples	48479	environmental samples	48479			
107162NEWT1	uncultured rumen bacterium 2C28d-5	107162	1	Species	environmental samples	48479	environmental samples	48479			
107163NEWT1	uncultured rumen bacterium 2C28d-4	107163	1	Species	environmental samples	48479	environmental samples	48479			
107164NEWT1	uncultured rumen bacterium 2C28d-7	107164	1	Species	environmental samples	48479	environmental samples	48479			
107165NEWT1	uncultured rumen bacterium 4C28d-8	107165	1	Species	environmental samples	48479	environmental samples	48479			
107166NEWT1	uncultured rumen bacterium 4C28d-19	107166	1	Species	environmental samples	48479	environmental samples	48479			
107167NEWT1	uncultured rumen bacterium 4C28d-4	107167	1	Species	environmental samples	48479	environmental samples	48479			
107168NEWT1	uncultured rumen bacterium 4C28d-12	107168	1	Species	environmental samples	48479	environmental samples	48479			
107169NEWT1	uncultured rumen bacterium 4C28d-18	107169	1	Species	environmental samples	48479	environmental samples	48479			
107170NEWT1	uncultured rumen bacterium 4C28d-15	107170	1	Species	environmental samples	48479	environmental samples	48479			
107171NEWT1	uncultured rumen bacterium 3C28d-2	107171	1	Species	environmental samples	48479	environmental samples	48479			
107172NEWT1	uncultured rumen bacterium 3C28d-9	107172	1	Species	environmental samples	48479	environmental samples	48479			
107173NEWT1	uncultured rumen bacterium 3C28d-11	107173	1	Species	environmental samples	48479	environmental samples	48479			
107174NEWT1	uncultured rumen bacterium 3C28d-7	107174	1	Species	environmental samples	48479	environmental samples	48479			
107175NEWT1	uncultured rumen bacterium 4C28d-5	107175	1	Species	environmental samples	48479	environmental samples	48479			
107176NEWT1	uncultured rumen bacterium 4C28d-6	107176	1	Species	environmental samples	48479	environmental samples	48479			
107177NEWT1	uncultured rumen bacterium 4C28d-2	107177	1	Species	environmental samples	48479	environmental samples	48479			
107178NEWT1	uncultured rumen bacterium 3C28d-3	107178	1	Species	environmental samples	48479	environmental samples	48479			
107179NEWT1	uncultured rumen bacterium 4C28d-3	107179	1	Species	environmental samples	48479	environmental samples	48479			
107180NEWT1	uncultured rumen bacterium 4C28d-14	107180	1	Species	environmental samples	48479	environmental samples	48479			
107181NEWT1	uncultured rumen bacterium 2C28d-3	107181	1	Species	environmental samples	48479	environmental samples	48479			
107182NEWT1	uncultured rumen bacterium 2C28d-11	107182	1	Species	environmental samples	48479	environmental samples	48479			
107183NEWT1	uncultured rumen bacterium 3C28d-10	107183	1	Species	environmental samples	48479	environmental samples	48479			
107184NEWT1	uncultured rumen bacterium 3C28d-8	107184	1	Species	environmental samples	48479	environmental samples	48479			
107185NEWT1	uncultured rumen bacterium 4C28d-16	107185	1	Species	environmental samples	48479	environmental samples	48479			
107186NEWT1	uncultured rumen bacterium 4C28d-7	107186	1	Species	environmental samples	48479	environmental samples	48479			
107187NEWT1	uncultured rumen bacterium 4C28d-10	107187	1	Species	environmental samples	48479	environmental samples	48479			
107188NEWT1	uncultured rumen bacterium 2C28d-8	107188	1	Species	environmental samples	48479	environmental samples	48479			
107189NEWT1	uncultured rumen bacterium 4C28d-20	107189	1	Species	environmental samples	48479	environmental samples	48479			
107190NEWT1	uncultured rumen bacterium 3C28d-4	107190	1	Species	environmental samples	48479	environmental samples	48479			
107191NEWT1	uncultured rumen bacterium 4C28d-23	107191	1	Species	environmental samples	48479	environmental samples	48479			
107192NEWT1	uncultured rumen bacterium 2C28d-9	107192	1	Species	environmental samples	48479	environmental samples	48479			
107658NEWT1	uncultured eubacterium pAMC501	107658	1	Species	environmental samples	48479	environmental samples	48479			
107659NEWT1	uncultured eubacterium pAMC503	107659	1	Species	environmental samples	48479	environmental samples	48479			
107660NEWT1	uncultured eubacterium pAMC507	107660	1	Species	environmental samples	48479	environmental samples	48479			
107661NEWT1	uncultured eubacterium pAMC507s	107661	1	Species	environmental samples	48479	environmental samples	48479			
107662NEWT1	uncultured eubacterium pAMC509	107662	1	Species	environmental samples	48479	environmental samples	48479			
107663NEWT1	uncultured eubacterium pAMC510	107663	1	Species	environmental samples	48479	environmental samples	48479			
107664NEWT1	uncultured eubacterium pAMC511	107664	1	Species	environmental samples	48479	environmental samples	48479			
107665NEWT1	uncultured eubacterium pAMC512	107665	1	Species	environmental samples	48479	environmental samples	48479			
107666NEWT1	uncultured eubacterium pAMC514	107666	1	Species	environmental samples	48479	environmental samples	48479			
107667NEWT1	uncultured eubacterium pAMC519	107667	1	Species	environmental samples	48479	environmental samples	48479			
107668NEWT1	uncultured eubacterium pAMC521	107668	1	Species	environmental samples	48479	environmental samples	48479			
107669NEWT1	uncultured eubacterium pAMC523	107669	1	Species	environmental samples	48479	environmental samples	48479			
107670NEWT1	uncultured eubacterium pAMC524	107670	1	Species	environmental samples	48479	environmental samples	48479			
107671NEWT1	uncultured eubacterium pAMC526	107671	1	Species	environmental samples	48479	environmental samples	48479			
107672NEWT1	uncultured eubacterium pAMC528	107672	1	Species	environmental samples	48479	environmental samples	48479			
108909NEWT1	uncultured bacterium MR1	108909	1	Species	environmental samples	48479	environmental samples	48479			
108910NEWT1	uncultured bacterium MR2	108910	1	Species	environmental samples	48479	environmental samples	48479			
108911NEWT1	uncultured bacterium MR5	108911	1	Species	environmental samples	48479	environmental samples	48479			
108912NEWT1	uncultured bacterium MR4	108912	1	Species	environmental samples	48479	environmental samples	48479			
108998NEWT1	uncultured bacterium MR3	108998	1	Species	environmental samples	48479	environmental samples	48479			
109647NEWT1	uncultured sour cassava starch bacterium J6N1	109647	1	Species	environmental samples	48479	environmental samples	48479			
109648NEWT1	uncultured sour cassava starch bacterium J1N4	109648	1	Species	environmental samples	48479	environmental samples	48479			
109649NEWT1	uncultured sour cassava starch bacterium J30N5	109649	1	Species	environmental samples	48479	environmental samples	48479			
109650NEWT1	uncultured sour cassava starch bacterium J6N6	109650	1	Species	environmental samples	48479	environmental samples	48479			
109651NEWT1	uncultured sour cassava starch bacterium J1N7	109651	1	Species	environmental samples	48479	environmental samples	48479			
109652NEWT1	uncultured sour cassava starch bacterium J6N8	109652	1	Species	environmental samples	48479	environmental samples	48479			
109653NEWT1	uncultured sour cassava starch bacterium J1N9	109653	1	Species	environmental samples	48479	environmental samples	48479			
109654NEWT1	uncultured sour cassava starch bacterium J6N10	109654	1	Species	environmental samples	48479	environmental samples	48479			
109655NEWT1	uncultured sour cassava starch bacterium J22N11	109655	1	Species	environmental samples	48479	environmental samples	48479			
109766NEWT1	environmental clone CC-4	109766	1	Species	environmental samples	48479	environmental samples	48479			
109767NEWT1	environmental clone CC-5	109767	1	Species	environmental samples	48479	environmental samples	48479			
109768NEWT1	environmental clone CC-7	109768	1	Species	environmental samples	48479	environmental samples	48479			
109769NEWT1	environmental clone CC-8	109769	1	Species	environmental samples	48479	environmental samples	48479			
109770NEWT1	environmental clone CC-9	109770	1	Species	environmental samples	48479	environmental samples	48479			
110949NEWT1	uncultured soil bacterium PBS-II-12	110949	1	Species	environmental samples	48479	environmental samples	48479			
110970NEWT1	uncultured soil bacterium PBS-25	110970	1	Species	environmental samples	48479	environmental samples	48479			
110975NEWT1	uncultured soil bacterium PBS-72	110975	1	Species	environmental samples	48479	environmental samples	48479			
110977NEWT1	uncultured soil bacterium PBS-81	110977	1	Species	environmental samples	48479	environmental samples	48479			
110983NEWT1	uncultured soil bacterium PRR-1D	110983	1	Species	environmental samples	48479	environmental samples	48479			
110997NEWT1	uncultured bacterium Pleur2-d1	110997	1	Species	environmental samples	48479	environmental samples	48479			
110998NEWT1	uncultured bacterium SkelCos2-14	110998	1	Species	environmental samples	48479	environmental samples	48479			
111479NEWT1	uncultured bacterium VC2.1 Bac47	111479	1	Species	environmental samples	48479	environmental samples	48479			
111719NEWT1	uncultured bacterium MT36	111719	1	Species	environmental samples	48479	environmental samples	48479			
112459NEWT1	uncultured bacterium KH1-2-03	112459	1	Species	environmental samples	48479	environmental samples	48479			
112460NEWT1	uncultured bacterium KH1-2-06	112460	1	Species	environmental samples	48479	environmental samples	48479			
112461NEWT1	uncultured bacterium KH1-2-07	112461	1	Species	environmental samples	48479	environmental samples	48479			
112462NEWT1	uncultured bacterium KH1-2-08	112462	1	Species	environmental samples	48479	environmental samples	48479			
112463NEWT1	uncultured bacterium KH1-2-09	112463	1	Species	environmental samples	48479	environmental samples	48479			
112464NEWT1	uncultured bacterium KH1-2-10	112464	1	Species	environmental samples	48479	environmental samples	48479			
112465NEWT1	uncultured bacterium KH1-2-12	112465	1	Species	environmental samples	48479	environmental samples	48479			
112466NEWT1	uncultured bacterium KH1-5-02	112466	1	Species	environmental samples	48479	environmental samples	48479			
112467NEWT1	uncultured bacterium KH1-5-04	112467	1	Species	environmental samples	48479	environmental samples	48479			
112468NEWT1	uncultured bacterium KH1-5-05	112468	1	Species	environmental samples	48479	environmental samples	48479			
112469NEWT1	uncultured bacterium KH1-5-06	112469	1	Species	environmental samples	48479	environmental samples	48479			
112470NEWT1	uncultured bacterium KH1-5-08	112470	1	Species	environmental samples	48479	environmental samples	48479			
112471NEWT1	uncultured bacterium KH1-5-09	112471	1	Species	environmental samples	48479	environmental samples	48479			
112472NEWT1	uncultured bacterium TK24-01	112472	1	Species	environmental samples	48479	environmental samples	48479			
112473NEWT1	uncultured bacterium TK24-03	112473	1	Species	environmental samples	48479	environmental samples	48479			
112474NEWT1	uncultured bacterium TK14-06	112474	1	Species	environmental samples	48479	environmental samples	48479			
112730NEWT1	uncultured bacterium pA3	112730	1	Species	environmental samples	48479	environmental samples	48479			
112731NEWT1	uncultured bacterium pA4	112731	1	Species	environmental samples	48479	environmental samples	48479			
112732NEWT1	uncultured bacterium pA5	112732	1	Species	environmental samples	48479	environmental samples	48479			
112733NEWT1	uncultured bacterium pA7	112733	1	Species	environmental samples	48479	environmental samples	48479			
112734NEWT1	uncultured bacterium pA12	112734	1	Species	environmental samples	48479	environmental samples	48479			
112735NEWT1	uncultured bacterium pA16	112735	1	Species	environmental samples	48479	environmental samples	48479			
112736NEWT1	uncultured bacterium pA17	112736	1	Species	environmental samples	48479	environmental samples	48479			
112737NEWT1	uncultured bacterium pA23	112737	1	Species	environmental samples	48479	environmental samples	48479			
112738NEWT1	uncultured bacterium pA25	112738	1	Species	environmental samples	48479	environmental samples	48479			
112739NEWT1	uncultured bacterium pA29	112739	1	Species	environmental samples	48479	environmental samples	48479			
112740NEWT1	uncultured bacterium pA32	112740	1	Species	environmental samples	48479	environmental samples	48479			
112741NEWT1	uncultured bacterium pA33	112741	1	Species	environmental samples	48479	environmental samples	48479			
112742NEWT1	uncultured bacterium pA50	112742	1	Species	environmental samples	48479	environmental samples	48479			
112743NEWT1	uncultured bacterium pA63	112743	1	Species	environmental samples	48479	environmental samples	48479			
112744NEWT1	uncultured bacterium pA90	112744	1	Species	environmental samples	48479	environmental samples	48479			
112745NEWT1	uncultured bacterium pA94	112745	1	Species	environmental samples	48479	environmental samples	48479			
112746NEWT1	uncultured bacterium pA98	112746	1	Species	environmental samples	48479	environmental samples	48479			
112747NEWT1	uncultured bacterium pB4	112747	1	Species	environmental samples	48479	environmental samples	48479			
112748NEWT1	uncultured bacterium pB6	112748	1	Species	environmental samples	48479	environmental samples	48479			
112749NEWT1	uncultured bacterium pB16	112749	1	Species	environmental samples	48479	environmental samples	48479			
